You Asked For the Following:,,,,,
Year           : From:1950 To: 2016,,,,,
State            : All States By State,,,,,
Species          : MENHADEN,,,,,
Year,State,Species,Metric Tons,Pounds,$
1984,Florida West Coast,MENHADEN,2314.9,5103401,460552
1984,Louisiana,MENHADEN,796645.4,1756284380,68801130
1984,Maine,MENHADEN,8076.7,17806000,401679
1984,Maryland,MENHADEN,2433,5363800,269320
1984,Mississippi,MENHADEN,186236.1,410576000,18948101
1984,New Jersey,MENHADEN,1040.1,2293000,155219
1984,New York,MENHADEN,314.1,692500,69749
1984,North Carolina,MENHADEN,71517.5,157667480,4745831
1984,Virginia,MENHADEN,220373.3,485834900,25320859
1985,Alabama,MENHADEN,7,15418,2142
1985,Connecticut,MENHADEN,106.5,234800,11740
1985,Delaware,MENHADEN,79.9,176200,14096
1985,Florida East Coast,MENHADEN,2617.7,5770965,131952
1985,Florida West Coast,MENHADEN,2660.9,5866270,351182
1985,Louisiana,MENHADEN,693156.8,1528133566,55946680
1985,Maine,MENHADEN,15056.2,33192800,677403
1985,Maryland,MENHADEN,2436.6,5371800,278082
1985,Mississippi,MENHADEN,188292.3,415109220,11213752
1985,New Jersey,MENHADEN,1306.3,2879800,177862
1985,New York,MENHADEN,409.1,901800,99523
1985,North Carolina,MENHADEN,44333.8,97738403,2330061
1985,South Carolina,MENHADEN,3.6,7938,796
1985,Virginia,MENHADEN,290083.2,639517500,29125145
1986,Alabama,MENHADEN,0.8,1860,280
1986,Connecticut,MENHADEN,115.4,254400,12720
1986,Delaware,MENHADEN,9.1,20100,1202
1986,Florida East Coast,MENHADEN,3438.1,7579674,301873
1986,Florida West Coast,MENHADEN,8393.9,18505220,945473
1986,Louisiana,MENHADEN,661867.3,1459152685,53536262
1986,Maine,MENHADEN,10257.9,22614600,380826
1986,Maryland,MENHADEN,2471.8,5449400,361787
1986,Mississippi,MENHADEN,160388.2,353591830,13218789
1986,New Jersey,MENHADEN,1112.9,2453600,180629
1986,New York,MENHADEN,181.3,399650,45626
1986,North Carolina,MENHADEN,30109,66378260,1591037
1986,South Carolina,MENHADEN,4.5,9952,1972
1986,Virginia,MENHADEN,202156.6,445674400,22815277
1987,Alabama,MENHADEN,1.9,4084,628
1987,Connecticut,MENHADEN,43,94900,4745
1987,Delaware,MENHADEN,10,22100,1478
1987,Florida East Coast,MENHADEN,1259.6,2776812,207555
1987,Florida West Coast,MENHADEN,8613,18988237,1362466
1987,Florida Inland Lakes,MENHADEN,0,10,1
1987,Louisiana,MENHADEN,730167.7,1609727657,55371646
1987,Maine,MENHADEN,8468,18668600,347500
1987,Maryland,MENHADEN,2628,5793700,349763
1987,Massachusetts,MENHADEN,551.7,1216200,36624
1987,Mississippi,MENHADEN,172729.1,380798520,14521325
1987,New Jersey,MENHADEN,1162.7,2563300,190492
1987,New York,MENHADEN,93.8,206795,23918
1987,North Carolina,MENHADEN,25174,55498571,1624511
1987,South Carolina,MENHADEN,1.8,3934,561
1987,Virginia,MENHADEN,279199.4,615523000,30732694
1988,Alabama,MENHADEN,0.4,950,66
1988,Connecticut,MENHADEN,87.4,192700,21710
1988,Delaware,MENHADEN,57.9,127700,8107
1988,Florida East Coast,MENHADEN,461.7,1017957,78342
1988,Florida West Coast,MENHADEN,7532.6,16606433,1053332
1988,Florida Inland Lakes,MENHADEN,3.8,8271,578
1988,Louisiana,MENHADEN,506508.2,1116647885,57098934
1988,Maine,MENHADEN,8930.3,19687800,411669
1988,Maryland,MENHADEN,2916.7,6430200,358839
1988,Mississippi,MENHADEN,125692.9,277102620,14990154
1988,New Hampshire,MENHADEN,2.1,4556,911
1988,New Jersey,MENHADEN,900,1984200,150646
1988,New York,MENHADEN,228.7,504100,41558
1988,North Carolina,MENHADEN,33437.2,73715713,2566832
1988,South Carolina,MENHADEN,0.2,500,266
1988,Virginia,MENHADEN,249730.7,550556300,27591470
1989,Alabama,MENHADEN,1.2,2691,474
1989,Connecticut,MENHADEN,67.4,148500,7420
1989,Delaware,MENHADEN,41.1,90500,4455
1989,Florida East Coast,MENHADEN,622.6,1372480,124259
1989,Florida West Coast,MENHADEN,7109.6,15673723,1855725
1989,Florida Inland Lakes,MENHADEN,0,25,2
1989,Louisiana,MENHADEN,462291.7,1019168340,40763511
1989,Maine,MENHADEN,172.6,380600,9231
1989,Maryland,MENHADEN,2796.9,6166000,387437
1989,Mississippi,MENHADEN,113742,250755578,10601325
1989,New Hampshire,MENHADEN,2.4,5200,572
1989,New Jersey,MENHADEN,1294.8,2854500,208520
1989,New York,MENHADEN,203.7,449100,39478
1989,North Carolina,MENHADEN,30280.5,66756288,1808906
1989,Virginia,MENHADEN,277675,612162300,29101230
1990,Connecticut,MENHADEN,43.9,96706,4837
1990,Delaware,MENHADEN,63.7,140500,8429
1990,Florida East Coast,MENHADEN,1195.9,2636486,388700
1990,Florida West Coast,MENHADEN,4295.3,9469504,1286095
1990,Florida Inland Lakes,MENHADEN,0,10,1
1990,Louisiana,MENHADEN,412585.8,909586630,35999770
1990,Maine,MENHADEN,2605.7,5744597,484590
1990,Maryland,MENHADEN,1194.9,2634223,204727
1990,Massachusetts,MENHADEN,617.8,1361900,57086
1990,Mississippi,MENHADEN,122494.6,270051540,11653294
1990,New Hampshire,MENHADEN,120,264500,5880
1990,New Jersey,MENHADEN,4101.2,9041459,537697
1990,New York,MENHADEN,294.7,649710,68955
1990,North Carolina,MENHADEN,32764.2,72231989,1820654
1990,Virginia,MENHADEN,319588.5,704564911,35126005
1991,Connecticut,MENHADEN,43.7,96300,4815
1991,Delaware,MENHADEN,127.1,280100,14005
1991,Florida East Coast,MENHADEN,1132.2,2495968,223939
1991,Florida West Coast,MENHADEN,4092.3,9021975,823341
1991,Louisiana,MENHADEN,457994.6,1009694890,48187235
1991,Maine,MENHADEN,7306.3,16107463,1263781
1991,Maryland,MENHADEN,1605.8,3540179,547654
1991,Massachusetts,MENHADEN,2869.6,6326300,271055
1991,Mississippi,MENHADEN,90811.8,200203591,10197918
1991,New Hampshire,MENHADEN,92.5,204000,8160
1991,New Jersey,MENHADEN,7528.5,16597402,754620
1991,New York,MENHADEN,294.9,650150,64805
1991,North Carolina,MENHADEN,50135.5,110528754,3002829
1991,Virginia,MENHADEN,272697,601187849,30032372
1992,Alabama,MENHADEN,1031.9,2274957,182731
1992,Connecticut,MENHADEN,41.4,91200,4560
1992,Delaware,MENHADEN,47.9,105700,5305
1992,Florida East Coast,MENHADEN,1245.8,2746484,242999
1992,Florida West Coast,MENHADEN,3805.5,8389543,3122437
1992,Louisiana,MENHADEN,356935,786899011,39874874
1992,Maine,MENHADEN,6739.2,14857195,910046
1992,Maryland,MENHADEN,1041,2295039,185838
1992,Massachusetts,MENHADEN,2996.7,6606593,263749
1992,Mississippi,MENHADEN,70947.8,156411480,7737580
1992,New Hampshire,MENHADEN,11.8,25920,1495
1992,New Jersey,MENHADEN,12460.7,27470906,1288804
1992,New York,MENHADEN,513.3,1131701,126842
1992,North Carolina,MENHADEN,26089,57515712,1744030
1992,South Carolina,MENHADEN,0.6,1300,260
1992,Virginia,MENHADEN,260739.7,574826830,28712218
1993,Alabama,MENHADEN,818.9,1805432,150103
1993,Connecticut,MENHADEN,90.5,199591,9980
1993,Delaware,MENHADEN,74.4,164100,9850
1993,Florida East Coast,MENHADEN,1172.4,2584766,247908
1993,Florida West Coast,MENHADEN,2992.6,6597376,638177
1993,Louisiana,MENHADEN,480086.5,1058398657,51190652
1993,Maine,MENHADEN,8854.4,19520455,1338385
1993,Maryland,MENHADEN,1399.7,3085698,264071
1993,Massachusetts,MENHADEN,604.2,1332000,53065
1993,Mississippi,MENHADEN,67503.9,148819060,7134843
1993,New Hampshire,MENHADEN,1.7,3710,557
1993,New Jersey,MENHADEN,12835.3,28296741,1391108
1993,New York,MENHADEN,475.8,1048993,119609
1993,North Carolina,MENHADEN,29352.9,64711384,1954299
1993,Virginia,MENHADEN,289995.6,639324195,38392282
1994,Alabama,MENHADEN,602.8,1328850,131047
1994,Connecticut,MENHADEN,45.4,100000,5000
1994,Delaware,MENHADEN,35.7,78700,7867
1994,Florida East Coast,MENHADEN,629.1,1387012,150843
1994,Florida West Coast,MENHADEN,3224.2,7108063,905430
1994,Louisiana,MENHADEN,682230.7,1504045755,72887002
1994,Maryland,MENHADEN,1593.2,3512417,891430
1994,Mississippi,MENHADEN,88685.7,195516514,9189275
1994,New Jersey,MENHADEN,17386.1,38329332,1997503
1994,New York,MENHADEN,436.1,961474,128657
1994,North Carolina,MENHADEN,33499.9,73853902,3178612
1994,Virginia,MENHADEN,232817.6,513269653,31006486
1995,Alabama,MENHADEN,1185.9,2614442,249733
1995,Connecticut,MENHADEN,116,255664,30679
1995,Delaware,MENHADEN,45.9,101300,10139
1995,Florida East Coast,MENHADEN,299.5,660272,85848
1995,Florida West Coast,MENHADEN,384.9,848480,88586
1995,Louisiana,MENHADEN,417817.3,921120105,46138829
1995,Massachusetts,MENHADEN,27.7,61000,2745
1995,Mississippi,MENHADEN,52618,116001620,5800084
1995,New Jersey,MENHADEN,16591.9,36578407,1942323
1995,New York,MENHADEN,493.5,1087978,152379
1995,North Carolina,MENHADEN,26478.3,58374080,3560966
1995,Virginia,MENHADEN,319535.3,704447463,42470929
1996,Alabama,MENHADEN,1499.9,3306756,297752
1996,Connecticut,MENHADEN,37.6,82851,12437
1996,Delaware,MENHADEN,45.7,100823,10098
1996,Florida East Coast,MENHADEN,123.6,272386,81732
1996,Florida West Coast,MENHADEN,62.2,137139,18621
1996,Louisiana,MENHADEN,428977.7,945724260,47434169
1996,Massachusetts,MENHADEN,3.9,8500,1870
1996,Mississippi,MENHADEN,61075.7,134647535,6732441
1996,New Jersey,MENHADEN,16110.3,35516726,2288850
1996,New York,MENHADEN,5.1,11135,1215
1996,North Carolina,MENHADEN,24426.6,53850944,4858478
1996,Virginia,MENHADEN,265034.8,584295638,35263375
1997,Alabama,MENHADEN,1889.9,4166496,388193
1997,Connecticut,MENHADEN,32.8,72329,10865
1997,Delaware,MENHADEN,25.3,55733,6242
1997,Florida East Coast,MENHADEN,185.3,408492,101897
1997,Florida West Coast,MENHADEN,101.8,224340,30825
1997,Louisiana,MENHADEN,551743.2,1216372950,62567144
1997,Maryland,MENHADEN,2222.2,4898967,481060
1997,Mississippi,MENHADEN,68209,150373460,9022408
1997,New Jersey,MENHADEN,17290.5,38118579,2990322
1997,New York,MENHADEN,251.3,553953,55604
1997,North Carolina,MENHADEN,44328.7,97727058,8794213
1997,Rhode Island,MENHADEN,1286.7,2836550,142900
1997,South Carolina,MENHADEN,0.1,170,26
1997,Virginia,MENHADEN,225510.7,497160943,30035360
1998,Alabama,MENHADEN,1601.1,3529809,301239
1998,Connecticut,MENHADEN,153.7,338817,50829
1998,Delaware,MENHADEN,26.3,58048,6155
1998,Florida East Coast,MENHADEN,136.8,301566,86872
1998,Florida West Coast,MENHADEN,22,48607,10953
1998,Louisiana,MENHADEN,411898,908070282,47292152
1998,Maryland,MENHADEN,2024.8,4463884,426307
1998,Mississippi,MENHADEN,82110.8,181021483,9051079
1998,New Hampshire,MENHADEN,0,9,5
1998,New Jersey,MENHADEN,15099.2,33287641,2980128
1998,New York,MENHADEN,13.3,29334,3453
1998,North Carolina,MENHADEN,26297.9,57976455,4121666
1998,Rhode Island,MENHADEN,915.7,2018800,101020
1998,Virginia,MENHADEN,230757.4,508727795,40744067
1999,Alabama,MENHADEN,1082.9,2387332,197555
1999,Connecticut,MENHADEN,13.7,30298,4550
1999,Delaware,MENHADEN,35.6,78551,7034
1999,Florida East Coast,MENHADEN,130.7,288144,96637
1999,Florida West Coast,MENHADEN,110.8,244264,25079
1999,Louisiana,MENHADEN,584486.2,1288558362,66326570
1999,Maryland,MENHADEN,2595.1,5721212,463483
1999,Massachusetts,MENHADEN,410.1,904200,36168
1999,Mississippi,MENHADEN,108544.3,239296795,11964841
1999,New Jersey,MENHADEN,14078.2,31036717,2429283
1999,New York,MENHADEN,5.2,11511,2917
1999,North Carolina,MENHADEN,19413.5,42799082,2680644
1999,Rhode Island,MENHADEN,1.1,2330,590
1999,Virginia,MENHADEN,171531.4,378158210,30221972
2000,Alabama,MENHADEN,744.6,1641557,146779
2000,Connecticut,MENHADEN,6.5,14423,1444
2000,Delaware,MENHADEN,21.8,47980,6790
2000,Florida East Coast,MENHADEN,119.6,263747,112823
2000,Florida West Coast,MENHADEN,48.4,106668,18445
2000,Louisiana,MENHADEN,504390.2,1111978535,68586452
2000,Maryland,MENHADEN,2209.4,4870835,522909
2000,Mississippi,MENHADEN,86259.9,190168468,11922278
2000,New Jersey,MENHADEN,14182.5,31266780,1875061
2000,New York,MENHADEN,128.3,282920,70202
2000,North Carolina,MENHADEN,25528.5,56280111,3495747
2000,Rhode Island,MENHADEN,145.2,320000,19200
2000,Virginia,MENHADEN,166529.5,367130978,27565919
2001,Alabama,MENHADEN,720.6,1588525,129887
2001,Connecticut,MENHADEN,17.6,38865,9722
2001,Delaware,MENHADEN,24.2,53254,4291
2001,Florida East Coast,MENHADEN,78.2,172321,77967
2001,Florida West Coast,MENHADEN,39.1,86169,23496
2001,Florida Inland Lakes,MENHADEN,3.5,7630,1908
2001,Louisiana,MENHADEN,440489.1,971102209,58961453
2001,Maryland,MENHADEN,2095,4618607,381750
2001,Mississippi,MENHADEN,87302.5,192467169,13251585
2001,New Jersey,MENHADEN,11963.9,26375573,1506823
2001,New York,MENHADEN,134.3,296116,30523
2001,North Carolina,MENHADEN,25407.1,56012398,4551444
2001,Virginia,MENHADEN,220967,487143843,25859656
2002,Alabama,MENHADEN,445.2,981595,101857
2002,Connecticut,MENHADEN,516.6,1138788,291534
2002,Delaware,MENHADEN,37.7,83015,7902
2002,Florida East Coast,MENHADEN,25.1,55304,30365
2002,Florida West Coast,MENHADEN,26.5,58512,11134
2002,Louisiana,MENHADEN,496233.7,1093996770,40377759
2002,Maryland,MENHADEN,2200.1,4850391,423271
2002,Mississippi,MENHADEN,88619.5,195370513,11625203
2002,New Jersey,MENHADEN,11215.2,24725015,1577936
2002,New York,MENHADEN,2.9,6480,1065
2002,North Carolina,MENHADEN,31384.7,69190601,5045423
2002,Virginia,MENHADEN,165536.3,364941378,22113124
2003,Alabama,MENHADEN,463.7,1022290,103915
2003,Connecticut,MENHADEN,21.1,46515,4655
2003,Delaware,MENHADEN,20.8,45871,4330
2003,Florida East Coast,MENHADEN,16.2,35810,20608
2003,Florida West Coast,MENHADEN,24.9,54979,16780
2003,Louisiana,MENHADEN,432601.6,953713530,34464436
2003,Maryland,MENHADEN,1919.5,4231660,336860
2003,Mississippi,MENHADEN,85256.4,187956257,11277385
2003,New Jersey,MENHADEN,9276.1,20450091,1478493
2003,New York,MENHADEN,67.4,148575,21129
2003,North Carolina,MENHADEN,22197.5,48936503,1748071
2003,Virginia,MENHADEN,169585.2,373867599,22511216
2004,Alabama,MENHADEN,375.4,827597,88691
2004,Connecticut,MENHADEN,15.1,33210,3327
2004,Delaware,MENHADEN,34.3,75635,6472
2004,Florida East Coast,MENHADEN,9.5,20870,14042
2004,Florida West Coast,MENHADEN,42.3,93256,20301
2004,Louisiana,MENHADEN,391430,862946535,35248693
2004,Maryland,MENHADEN,1513.3,3336180,232186
2004,Mississippi,MENHADEN,72299.9,159392329,9563684
2004,New Hampshire,MENHADEN,0.1,140,17
2004,New Jersey,MENHADEN,8175.5,18023688,1177226
2004,New York,MENHADEN,34.2,75455,9951
2004,North Carolina,MENHADEN,22942,50577982,4532556
2004,Rhode Island,MENHADEN,17.8,39232,4306
2004,Virginia,MENHADEN,181347.1,399797922,24143790
2005,Alabama,MENHADEN,236.4,521098,62941
2005,Connecticut,MENHADEN,13.9,30636,3068
2005,Delaware,MENHADEN,55,121347,11976
2005,Florida East Coast,MENHADEN,17.9,39404,14776
2005,Florida West Coast,MENHADEN,35.3,77714,24753
2005,Louisiana,MENHADEN,298331.6,657701908,25776052
2005,Maryland,MENHADEN,7169.5,15805899,1513728
2005,Massachusetts,MENHADEN,984.1,2169584,149761
2005,Mississippi,MENHADEN,71302.6,157193786,7074119
2005,New Jersey,MENHADEN,10928.3,24092525,1393121
2005,New York,MENHADEN,33.7,74205,9664
2005,North Carolina,MENHADEN,6072,13386247,1223115
2005,Rhode Island,MENHADEN,6.6,14453,3405
2005,Virginia,MENHADEN,169000.2,372577775,25259242
2006,Alabama,MENHADEN,158.7,349794,47666
2006,Connecticut,MENHADEN,392.9,866235,69303
2006,Delaware,MENHADEN,48.9,107824,10467
2006,Florida East Coast,MENHADEN,71.3,157117,49360
2006,Florida West Coast,MENHADEN,14.6,32175,10876
2006,Louisiana,MENHADEN,312915.1,689852635,36440733
2006,Maryland,MENHADEN,2355.3,5192489,650360
2006,Massachusetts,MENHADEN,1135.9,2504211,232507
2006,Mississippi,MENHADEN,95783,211163171,8446609
2006,New Jersey,MENHADEN,10925,24085182,2102620
2006,New York,MENHADEN,149.7,329986,34454
2006,North Carolina,MENHADEN,436.7,962647,147795
2006,Rhode Island,MENHADEN,37.4,82424,4609
2006,Virginia,MENHADEN,168260.2,370946438,22305704
2007,Alabama,MENHADEN,213.2,470113,70558
2007,Connecticut,MENHADEN,40.9,90254,9029
2007,Delaware,MENHADEN,37.1,81850,6282
2007,Florida East Coast,MENHADEN,32.4,71373,25005
2007,Florida West Coast,MENHADEN,23.6,52081,13539
2007,Louisiana,MENHADEN,358169.6,789620750,41367977
2007,Maryland,MENHADEN,6237.4,13751039,1378778
2007,Massachusetts,MENHADEN,2501.1,5513817,522850
2007,Mississippi,MENHADEN,97606,215182157,20657501
2007,New Hampshire,MENHADEN,0.2,484,286
2007,New Jersey,MENHADEN,17071.1,37634929,3193724
2007,New York,MENHADEN,62.3,137280,22227
2007,North Carolina,MENHADEN,514.5,1134167,139183
2007,Rhode Island,MENHADEN,4.1,8944,1195
2007,Virginia,MENHADEN,190728.9,420481003,25316720
2008,Alabama,MENHADEN,121.6,268079,59274
2008,Connecticut,MENHADEN,47.6,104881,10492
2008,Delaware,MENHADEN,33.1,72970,6067
2008,Florida East Coast,MENHADEN,27.3,60098,22897
2008,Florida West Coast,MENHADEN,17.8,39288,15247
2008,Louisiana,MENHADEN,334796.4,738092100,45768240
2008,Maine,MENHADEN,1921.5,4236213,443971
2008,Maryland,MENHADEN,4361.2,9614684,915346
2008,Massachusetts,MENHADEN,6394.7,14097720,1569871
2008,Mississippi,MENHADEN,85783.3,189117937,18533559
2008,New Hampshire,MENHADEN,0.2,408,151
2008,New Jersey,MENHADEN,15349.2,33838941,2236569
2008,New York,MENHADEN,52.1,114773,27891
2008,North Carolina,MENHADEN,292.7,645231,70320
2008,Rhode Island,MENHADEN,122.1,269288,44117
2008,Virginia,MENHADEN,160525.8,353895252,21270652
2009,Alabama,MENHADEN,86,189629,42220
2009,Connecticut,MENHADEN,77.5,170907,26883
2009,Delaware,MENHADEN,31.5,69476,5593
2009,Florida East Coast,MENHADEN,23.9,52800,17816
2009,Florida West Coast,MENHADEN,48.1,105946,21703
2009,Louisiana,MENHADEN,356334.3,785574598,42554990
2009,Maine,MENHADEN,75.7,166942,21483
2009,Maryland,MENHADEN,4272.4,9418931,884285
2009,Massachusetts,MENHADEN,3037,6695392,751502
2009,Mississippi,MENHADEN,98298.6,216709145,17986861
2009,New Hampshire,MENHADEN,0,33,10
2009,New Jersey,MENHADEN,15543.1,34266347,4064587
2009,New York,MENHADEN,146,321875,48824
2009,North Carolina,MENHADEN,963.8,2124731,229648
2009,Rhode Island,MENHADEN,48.8,107548,19664
2009,Virginia,MENHADEN,159390.3,351391883,23578068
2010,Alabama,MENHADEN,36.7,81013,14602
2010,Connecticut,MENHADEN,19.3,42489,9318
2010,Delaware,MENHADEN,23.6,51933,4758
2010,Florida East Coast,MENHADEN,34.7,76595,30077
2010,Florida West Coast,MENHADEN,31.9,70377,26379
2010,Louisiana,MENHADEN,294185.3,648561005,43330511
2010,Maryland,MENHADEN,7015.7,15466772,729076
2010,Massachusetts,MENHADEN,2244.6,4948436,602221
2010,Mississippi,MENHADEN,47504.9,104729230,8378337
2010,New Hampshire,MENHADEN,0.2,390,301
2010,New Jersey,MENHADEN,22905.4,50497253,5049726
2010,New York,MENHADEN,145.5,320840,55052
2010,North Carolina,MENHADEN,589.3,1299132,124807
2010,Rhode Island,MENHADEN,35.4,78149,18358
2010,Virginia,MENHADEN,196516.7,433240773,34476158
2011,Alabama,MENHADEN,165,363859,58468
2011,Connecticut,MENHADEN,12.2,26929,7304
2011,Delaware,MENHADEN,29.3,64566,5246
2011,Florida East Coast,MENHADEN,66.5,146535,37979
2011,Florida West Coast,MENHADEN,104.2,229620,44880
2011,Louisiana,MENHADEN,513148.2,1131286558,82880855
2011,Maryland,MENHADEN,3636,8016028,684896
2011,Massachusetts,MENHADEN,39.3,86643,87982
2011,Mississippi,MENHADEN,121008,266774325,9870790
2011,New Jersey,MENHADEN,33713.4,74324485,5945959
2011,New York,MENHADEN,120.1,264810,35061
2011,North Carolina,MENHADEN,1601.2,3529966,336529
2011,Rhode Island,MENHADEN,38.1,83899,14214
2011,Virginia,MENHADEN,187861.1,414158628,32995193
2012,Alabama,MENHADEN,236.4,521175,83742
2012,Connecticut,MENHADEN,17,37454,9514
2012,Delaware,MENHADEN,63.7,140375,14301
2012,Florida East Coast,MENHADEN,53.3,117523,37968
2012,Florida West Coast,MENHADEN,82.7,182418,38467
2012,Louisiana,MENHADEN,386923.8,853012103,63374005
2012,Maryland,MENHADEN,7431.4,16383191,1668649
2012,Massachusetts,MENHADEN,739,1629206,189489
2012,Mississippi,MENHADEN,112865.7,248823731,22394134
2012,New Hampshire,MENHADEN,0.2,375,40
2012,New Jersey,MENHADEN,38763.4,85457890,7226120
2012,New York,MENHADEN,105.5,232673,26727
2012,North Carolina,MENHADEN,244.4,538783,82957
2012,Rhode Island,MENHADEN,48.4,106606,18300
2012,Virginia,MENHADEN,177046.9,390317699,31106855
2013,Alabama,MENHADEN,225.1,496256,103862
2013,Connecticut,MENHADEN,3,6703,3935
2013,Delaware,MENHADEN,57.1,125909,12343
2013,Florida East Coast,MENHADEN,125.7,277056,83331
2013,Florida West Coast,MENHADEN,95.9,211464,46299
2013,Florida Inland Lakes,MENHADEN,1.1,2530,455
2013,Louisiana,MENHADEN,362923.4,800100889,80262335
2013,Maryland,MENHADEN,3310.5,7298379,860933
2013,Massachusetts,MENHADEN,1044,2301541,177970
2013,Mississippi,MENHADEN,77338.2,170499703,10230035
2013,New Jersey,MENHADEN,18061.9,39819343,7442436
2013,New York,MENHADEN,521.3,1149300,121049
2013,North Carolina,MENHADEN,206,454174,73487
2013,Rhode Island,MENHADEN,45.3,99821,17733
2013,Virginia,MENHADEN,144221,317949684,25342935
2014,Alabama,MENHADEN,317.3,699522,146551
2014,Connecticut,MENHADEN,16.6,36552,6337
2014,Delaware,MENHADEN,73.3,161524,16445
2014,Florida East Coast,MENHADEN,100.1,220696,68642
2014,Florida West Coast,MENHADEN,116.5,256797,54085
2014,Louisiana,MENHADEN,301049,663692655,72843834
2014,Maryland,MENHADEN,3793.3,8362690,1380476
2014,Massachusetts,MENHADEN,1006.3,2218571,166037
2014,Mississippi,MENHADEN,83439.2,183949994,7358005
2014,New Jersey,MENHADEN,19904.3,43881093,5774334
2014,New York,MENHADEN,351.4,774783,115265
2014,North Carolina,MENHADEN,416.1,917375,145584
2014,Rhode Island,MENHADEN,227.2,500903,62771
2014,Virginia,MENHADEN,148243.3,326817182,26045631
2015,Alabama,MENHADEN,315.1,694630,154108
2015,Connecticut,MENHADEN,36.9,81277,13795
2015,Delaware,MENHADEN,68.3,150542,16087
2015,Florida East Coast,"MENHADEN,ATLANTIC",171.3,377728,105848
2015,Florida West Coast,"MENHADEN,ATLANTIC",121.7,268307,73313
2015,Louisiana,MENHADEN,405419.9,893788636,85321969
2015,Maryland,MENHADEN,4077.5,8989318,1252743
2015,Massachusetts,MENHADEN,1328.3,2928429,233729
2015,Mississippi,MENHADEN,133463.2,294232861,52961912
2015,New Jersey,MENHADEN,32694.9,72079268,10683411
2015,New York,MENHADEN,641.6,1414412,197321
2015,North Carolina,MENHADEN,406.8,896919,152247
2015,Rhode Island,MENHADEN,934.6,2060381,183467
2015,Virginia,MENHADEN,160543.4,353934037,28208898
2016,Alabama,MENHADEN,364.8,804267,164031
2016,Connecticut,MENHADEN,30.4,66992,11599
2016,Delaware,MENHADEN,34.1,75238,7845
2016,Florida East Coast,"MENHADEN,ATLANTIC",123.5,272346,71791
2016,Florida West Coast,"MENHADEN,ATLANTIC",159.1,350645,99412
2016,Louisiana,MENHADEN,484754.4,1068689545,132105452
2016,Maine,MENHADEN,1983.2,4372166,1230783
2016,Maryland,MENHADEN,2936.2,6473105,1035943
2016,Massachusetts,MENHADEN,1384.8,3052939,372549
2016,Mississippi,MENHADEN,133443.4,294189312,10973261
2016,New Jersey,MENHADEN,23957.5,52816654,8607099
2016,New York,MENHADEN,743.8,1639758,194579
2016,North Carolina,MENHADEN,180.4,397725,75174
2016,Rhode Island,MENHADEN,143.9,317328,34835
2016,Virginia,MENHADEN,146597,323187807,25860272
